feedback_id,customer_name,feedback,date,product
499,Manoj,Okay for the price,2025-01-11,Laptop
500,Pooja,Very happy with the product,2025-07-31,Smart Watch
501,Priya,Worst product ever,2025-04-24,Internet Service
502,Rahul,Customer support did not respond,2025-06-18,Banking App
503,Arun,Excellent quality and very satisfied,2025-11-23,Mobile
504,Rahul,Customer support did not respond,2025-04-24,Smart Watch
505,Rahul,Delivery was too late,2025-09-17,Internet Service
506,Suresh,Great service and fast delivery,2025-05-17,Smart Watch
507,Karthik,Worst product ever,2025-12-06,Mobile App
508,Manoj,Nothing special,2025-10-03,Mobile
509,Arun,Nothing special,2025-05-19,Internet Service
510,Divya,Okay for the price,2025-11-22,E-commerce
511,Manoj,Average experience,2025-06-15,Banking App
512,Anitha,"Amazing experience, highly recommend",2025-10-04,Smart Watch
513,Anitha,Worst product ever,2025-11-05,Headphones
514,Karthik,Acceptable performance,2025-02-23,Mobile App
515,Arun,Acceptable performance,2025-07-05,Internet Service
516,Rahul,Very bad experience and disappointed,2025-06-30,Smart Watch
517,Suresh,Excellent quality and very satisfied,2025-01-15,Mobile App
518,Priya,Great service and fast delivery,2025-01-15,Smart Watch
519,Sneha,Customer support did not respond,2025-09-03,Headphones
520,Pooja,Delivery was too late,2025-09-14,Mobile App
521,Priya,Very bad experience and disappointed,2025-06-03,Mobile App
522,Suresh,Customer support did not respond,2025-10-05,E-commerce
523,Divya,Great service and fast delivery,2025-02-27,Headphones
524,Karthik,"Amazing experience, highly recommend",2025-11-19,E-commerce
525,Suresh,Worst product ever,2025-12-13,Headphones
526,Sneha,Support team was very helpful,2025-05-13,Banking App
527,Anitha,Delivery was too late,2025-04-04,Smart Watch
528,Karthik,Worst product ever,2025-04-13,Headphones
529,Priya,Support team was very helpful,2025-02-06,Banking App
530,Anitha,Delivery was too late,2025-10-19,Smart Watch
531,Suresh,Great service and fast delivery,2025-08-01,Internet Service
532,Arun,Poor quality and waste of money,2025-11-23,Mobile App
533,Karthik,Very happy with the product,2025-09-13,E-commerce
534,Pooja,Worst product ever,2025-08-02,Smart Watch
535,Rahul,Excellent quality and very satisfied,2025-05-24,Mobile
536,Priya,Nothing special,2025-06-19,E-commerce
537,Arun,Support team was very helpful,2025-10-13,Banking App
538,Arun,Customer support did not respond,2025-05-20,E-commerce
539,Suresh,Excellent quality and very satisfied,2025-04-07,Internet Service
540,Suresh,Average experience,2025-11-10,Laptop
541,Suresh,Excellent quality and very satisfied,2025-01-21,Smart Watch
542,Sneha,Worst product ever,2025-09-19,Headphones
543,Karthik,Delivery was too late,2025-12-27,Internet Service
544,Priya,Support team was very helpful,2025-05-10,Mobile
545,Manoj,Delivery was too late,2025-05-26,Smart Watch
546,Pooja,Acceptable performance,2025-10-14,Smart Watch
547,Rahul,Worst product ever,2025-10-20,Laptop
548,Manoj,Delivery was too late,2025-04-08,Banking App
549,Karthik,Support team was very helpful,2025-07-21,Smart Watch
550,Priya,Delivery was too late,2025-10-17,Smart Watch
551,Divya,Nothing special,2025-08-10,Headphones
552,Pooja,Nothing special,2025-12-14,Mobile
553,Anitha,Support team was very helpful,2025-02-22,E-commerce
554,Sneha,Very bad experience and disappointed,2025-07-06,Headphones
555,Arun,Great service and fast delivery,2025-04-07,Banking App
556,Divya,Poor quality and waste of money,2025-12-21,Internet Service
557,Arun,Worst product ever,2025-06-03,Smart Watch
558,Manoj,Very bad experience and disappointed,2025-03-21,Mobile
559,Pooja,Worst product ever,2025-03-29,Laptop
560,Manoj,Very bad experience and disappointed,2025-09-03,Smart Watch
561,Priya,Nothing special,2025-11-13,Smart Watch
562,Karthik,Nothing special,2025-03-24,E-commerce
563,Rahul,Very happy with the product,2025-07-26,E-commerce
564,Karthik,Poor quality and waste of money,2025-09-14,Internet Service
565,Manoj,Average experience,2025-05-14,Banking App
566,Pooja,Worst product ever,2025-05-30,Laptop
567,Karthik,Very happy with the product,2025-11-30,Mobile
568,Priya,Decent product,2025-08-08,Internet Service
569,Sneha,Great service and fast delivery,2025-01-08,Banking App
570,Suresh,Delivery was too late,2025-12-18,Banking App
571,Priya,Very happy with the product,2025-03-21,E-commerce
572,Karthik,Very bad experience and disappointed,2025-03-01,Mobile App
573,Karthik,"Amazing experience, highly recommend",2025-01-17,Smart Watch
574,Arun,Customer support did not respond,2025-09-11,E-commerce
575,Rahul,Very happy with the product,2025-05-24,Laptop
576,Priya,Very happy with the product,2025-10-12,Mobile
577,Karthik,Poor quality and waste of money,2025-04-05,Laptop
578,Suresh,Nothing special,2025-05-24,Internet Service
579,Karthik,Average experience,2025-02-14,Smart Watch
580,Arun,Average experience,2025-10-24,Banking App
581,Rahul,"Amazing experience, highly recommend",2025-05-07,Internet Service
582,Suresh,Poor quality and waste of money,2025-09-12,Mobile App
583,Anitha,Okay for the price,2025-08-30,Banking App
584,Anitha,Acceptable performance,2025-05-19,E-commerce
585,Pooja,Support team was very helpful,2025-05-02,Laptop
586,Priya,Support team was very helpful,2025-06-08,Smart Watch
587,Anitha,Delivery was too late,2025-05-10,Mobile
588,Arun,Worst product ever,2025-09-23,Mobile
589,Manoj,Okay for the price,2025-01-01,Laptop
590,Manoj,Very bad experience and disappointed,2025-07-31,Internet Service
591,Divya,Okay for the price,2025-02-10,Smart Watch
592,Sneha,Very happy with the product,2025-06-27,Mobile
593,Arun,Acceptable performance,2025-07-16,Laptop
594,Manoj,Excellent quality and very satisfied,2025-09-03,Internet Service
595,Divya,Customer support did not respond,2025-12-18,Headphones
596,Pooja,Very bad experience and disappointed,2025-04-23,E-commerce
597,Manoj,Okay for the price,2025-06-28,E-commerce
598,Rahul,"Amazing experience, highly recommend",2025-07-31,Laptop
599,Divya,Delivery was too late,2025-02-06,Banking App
600,Anitha,Acceptable performance,2025-08-19,Smart Watch
601,Arun,Nothing special,2025-05-16,Banking App
602,Anitha,Okay for the price,2025-06-29,Internet Service
603,Divya,Poor quality and waste of money,2025-11-03,Banking App
604,Divya,Acceptable performance,2025-07-28,Laptop
605,Sneha,Decent product,2025-08-14,Banking App
606,Manoj,Very happy with the product,2025-08-15,E-commerce
607,Arun,"Amazing experience, highly recommend",2025-08-07,Internet Service
608,Manoj,Customer support did not respond,2025-01-16,Mobile
609,Karthik,Okay for the price,2025-11-30,Banking App
610,Divya,Great service and fast delivery,2025-09-08,Mobile App
611,Suresh,Average experience,2025-06-05,Internet Service
612,Rahul,"Amazing experience, highly recommend",2025-02-10,Smart Watch
613,Sneha,Great service and fast delivery,2025-07-01,Internet Service
614,Suresh,Nothing special,2025-11-06,Laptop
615,Manoj,Worst product ever,2025-04-24,Laptop
616,Rahul,Nothing special,2025-09-10,E-commerce
617,Arun,Great service and fast delivery,2025-08-05,E-commerce
618,Priya,Excellent quality and very satisfied,2025-03-28,Headphones
619,Karthik,Worst product ever,2025-04-27,Mobile
620,Rahul,Very bad experience and disappointed,2025-08-21,Headphones
621,Divya,Worst product ever,2025-10-31,Mobile
622,Anitha,Great service and fast delivery,2025-08-26,E-commerce
623,Arun,Okay for the price,2025-06-07,Headphones
624,Divya,Nothing special,2025-11-13,Mobile
625,Rahul,Delivery was too late,2025-08-19,Banking App
626,Sneha,Poor quality and waste of money,2025-05-03,Smart Watch
627,Arun,Decent product,2025-05-24,Internet Service
628,Pooja,"Amazing experience, highly recommend",2025-03-05,E-commerce
629,Divya,Average experience,2025-05-25,Laptop
630,Karthik,Decent product,2025-06-10,E-commerce
631,Suresh,Decent product,2025-01-20,Smart Watch
632,Priya,Very happy with the product,2025-10-03,Mobile App
633,Anitha,Support team was very helpful,2025-07-01,Smart Watch
634,Anitha,Very happy with the product,2025-01-29,Banking App
635,Rahul,Delivery was too late,2025-05-22,Mobile
636,Arun,Decent product,2025-01-14,Mobile App
637,Suresh,Acceptable performance,2025-07-28,E-commerce
638,Anitha,Poor quality and waste of money,2025-08-17,Mobile App
639,Arun,Average experience,2025-08-09,Banking App
640,Sneha,Poor quality and waste of money,2025-04-14,Headphones
641,Karthik,Acceptable performance,2025-01-03,Internet Service
642,Karthik,Acceptable performance,2025-02-24,Internet Service
643,Pooja,Very bad experience and disappointed,2025-09-30,Internet Service
644,Rahul,Delivery was too late,2025-05-26,Smart Watch
645,Anitha,"Amazing experience, highly recommend",2025-08-06,Mobile App
646,Manoj,"Amazing experience, highly recommend",2025-06-18,Smart Watch
647,Arun,Support team was very helpful,2025-06-13,Mobile App
648,Rahul,Decent product,2025-10-26,Internet Service
649,Sneha,Great service and fast delivery,2025-11-03,Internet Service
650,Manoj,Very bad experience and disappointed,2025-04-10,Laptop
651,Anitha,Excellent quality and very satisfied,2025-09-22,E-commerce
652,Priya,"Amazing experience, highly recommend",2025-12-28,Banking App
653,Manoj,Very bad experience and disappointed,2025-01-29,E-commerce
654,Manoj,Okay for the price,2025-02-05,Smart Watch
655,Arun,Very happy with the product,2025-01-20,Headphones
656,Sneha,Okay for the price,2025-01-09,Mobile
657,Sneha,"Amazing experience, highly recommend",2025-08-14,Mobile
658,Pooja,Decent product,2025-11-30,Mobile App
659,Sneha,Okay for the price,2025-02-28,Smart Watch
660,Arun,Okay for the price,2025-04-11,Mobile
661,Manoj,Delivery was too late,2025-08-20,Mobile
662,Manoj,"Amazing experience, highly recommend",2025-01-19,Internet Service
663,Divya,"Amazing experience, highly recommend",2025-02-13,Smart Watch
664,Arun,Poor quality and waste of money,2025-09-02,Internet Service
665,Anitha,Very bad experience and disappointed,2025-01-14,Headphones
666,Sneha,"Amazing experience, highly recommend",2025-03-25,Mobile App
667,Suresh,Excellent quality and very satisfied,2025-12-02,Mobile
668,Pooja,Excellent quality and very satisfied,2025-12-07,Internet Service
669,Sneha,Acceptable performance,2025-06-24,Headphones
670,Karthik,Customer support did not respond,2025-10-17,Banking App
671,Karthik,Poor quality and waste of money,2025-04-16,Mobile
672,Anitha,Poor quality and waste of money,2025-12-10,Banking App
673,Arun,Poor quality and waste of money,2025-04-24,Banking App
674,Arun,Very happy with the product,2025-10-23,E-commerce
675,Karthik,Nothing special,2025-03-05,Internet Service
676,Divya,Decent product,2025-05-11,Laptop
677,Suresh,Customer support did not respond,2025-11-30,Smart Watch
678,Pooja,Nothing special,2025-09-09,E-commerce
679,Anitha,Nothing special,2025-12-02,Laptop
680,Rahul,Nothing special,2025-09-04,Internet Service
681,Suresh,Customer support did not respond,2025-02-06,Headphones
682,Suresh,Very bad experience and disappointed,2025-06-20,Smart Watch
683,Rahul,Average experience,2025-06-11,Internet Service
684,Anitha,Decent product,2025-07-18,E-commerce
685,Manoj,Excellent quality and very satisfied,2025-10-02,Mobile
686,Rahul,Excellent quality and very satisfied,2025-02-22,Smart Watch
687,Priya,Customer support did not respond,2025-10-02,Mobile
688,Priya,Acceptable performance,2025-08-24,Headphones
689,Manoj,Excellent quality and very satisfied,2025-07-28,E-commerce
690,Sneha,Support team was very helpful,2025-01-27,Internet Service
691,Divya,"Amazing experience, highly recommend",2025-04-30,Headphones
692,Priya,Customer support did not respond,2025-11-15,Headphones
693,Suresh,Poor quality and waste of money,2025-02-14,Banking App
694,Arun,Very bad experience and disappointed,2025-12-20,Mobile App
695,Anitha,Great service and fast delivery,2025-08-12,Laptop
696,Karthik,Delivery was too late,2025-11-02,Internet Service
697,Pooja,Customer support did not respond,2025-01-08,Internet Service
698,Suresh,Very happy with the product,2025-08-14,Headphones
699,Karthik,Very bad experience and disappointed,2025-11-25,Internet Service
700,Rahul,Great service and fast delivery,2025-11-21,Internet Service
701,Manoj,Very bad experience and disappointed,2025-10-06,Internet Service
702,Suresh,Okay for the price,2025-09-05,E-commerce
703,Divya,Excellent quality and very satisfied,2025-04-15,Laptop
704,Suresh,Decent product,2025-03-09,Internet Service
705,Rahul,Nothing special,2025-02-24,Laptop
706,Sneha,Acceptable performance,2025-02-19,Internet Service
707,Rahul,Okay for the price,2025-08-21,Headphones
708,Rahul,Acceptable performance,2025-08-04,Headphones
709,Suresh,Okay for the price,2025-08-29,E-commerce
710,Divya,Worst product ever,2025-10-03,Headphones
711,Suresh,Acceptable performance,2025-04-27,Laptop
712,Priya,Very happy with the product,2025-04-04,E-commerce
713,Sneha,Customer support did not respond,2025-05-29,Banking App
714,Pooja,Customer support did not respond,2025-01-24,Smart Watch
715,Manoj,Poor quality and waste of money,2025-09-13,Smart Watch
716,Anitha,Support team was very helpful,2025-02-19,Mobile
717,Sneha,Acceptable performance,2025-11-08,Mobile App
718,Suresh,Nothing special,2025-12-14,Mobile App
719,Rahul,Average experience,2025-06-27,Internet Service
720,Manoj,Support team was very helpful,2025-01-19,Internet Service
721,Rahul,Acceptable performance,2025-01-13,Internet Service
722,Arun,"Amazing experience, highly recommend",2025-01-04,Internet Service
723,Anitha,Okay for the price,2025-01-03,E-commerce
724,Karthik,Support team was very helpful,2025-05-08,Internet Service
725,Priya,Acceptable performance,2025-10-09,Mobile
726,Pooja,"Amazing experience, highly recommend",2025-01-22,Laptop
727,Priya,Very bad experience and disappointed,2025-03-03,Mobile
728,Divya,Great service and fast delivery,2025-01-31,Internet Service
729,Suresh,Decent product,2025-08-21,Internet Service
730,Karthik,Excellent quality and very satisfied,2025-05-09,Smart Watch
731,Karthik,"Amazing experience, highly recommend",2025-11-18,Laptop
732,Priya,Average experience,2025-11-22,Banking App
733,Anitha,Great service and fast delivery,2025-02-13,Banking App
734,Karthik,Support team was very helpful,2025-10-25,Internet Service
735,Suresh,"Amazing experience, highly recommend",2025-05-01,Headphones
736,Sneha,Poor quality and waste of money,2025-10-23,Banking App
737,Sneha,Acceptable performance,2025-06-02,E-commerce
738,Suresh,"Amazing experience, highly recommend",2025-12-12,Mobile
739,Pooja,Decent product,2025-07-15,Headphones
740,Arun,Decent product,2025-05-22,Headphones
741,Manoj,Poor quality and waste of money,2025-06-01,Laptop
742,Anitha,Worst product ever,2025-04-09,Banking App
743,Suresh,Decent product,2025-08-17,Internet Service
744,Priya,Delivery was too late,2025-08-02,Banking App
745,Sneha,Average experience,2025-11-04,Mobile App
746,Arun,Customer support did not respond,2025-08-28,E-commerce
747,Suresh,Nothing special,2025-06-02,Smart Watch
748,Arun,Support team was very helpful,2025-10-14,Banking App
749,Anitha,"Amazing experience, highly recommend",2025-11-18,Headphones
750,Pooja,Acceptable performance,2025-07-22,Laptop
751,Rahul,Okay for the price,2025-11-28,Banking App
752,Priya,"Amazing experience, highly recommend",2025-01-13,Laptop
753,Manoj,Poor quality and waste of money,2025-11-22,Mobile
754,Suresh,"Amazing experience, highly recommend",2025-08-19,Internet Service
755,Suresh,"Amazing experience, highly recommend",2025-11-21,E-commerce
756,Arun,Okay for the price,2025-10-22,E-commerce
757,Pooja,Worst product ever,2025-10-02,E-commerce
758,Sneha,"Amazing experience, highly recommend",2025-12-10,Mobile
759,Suresh,Very bad experience and disappointed,2025-03-08,Mobile App
760,Arun,"Amazing experience, highly recommend",2025-05-13,Laptop
761,Rahul,Excellent quality and very satisfied,2025-11-09,Laptop
762,Arun,Very bad experience and disappointed,2025-04-26,Mobile
763,Manoj,Great service and fast delivery,2025-09-18,Laptop
764,Sneha,Delivery was too late,2025-05-18,Mobile
